station_seqnum,Stations_id,elevation,latitude,longitude,Stationsname,who_entered,source_seqnum,country_seqnum,use_rank
1411067,1174,375,50.776,12.9806,Einsiedel/Zwönitz,7,117,203,1
1411068,1175,240,50.9833,10.3667,Eisenach (Ost),7,117,203,1
1411069,1176,976,47.9634,8.2693,Eisenbach,7,117,203,1
1411070,1177,260,50.9649,11.9274,Eisenberg,7,117,203,1
1411071,1178,101,52.1277,14.5907,Eisenhüttenstadt,7,117,203,1
1411072,1179,445,50.4346,10.9162,Eisfeld,7,117,203,1
1411073,1180,340,49.7572,9.836,Eisingen,7,117,203,1
1411074,1181,125,51.5368,11.5489,Eisleben,7,117,203,1
1411075,1182,146,51.5029,11.5705,Eisleben-Helfta,7,117,203,1
1411076,1183,340,50.7669,9.7977,Eiterfeld,7,117,203,1
1411077,1184,449,48.3583,11.8839,Eitting,7,117,203,1
1411078,1186,500,51.7437,10.687,Oberharz am Brocken-Elend,7,117,203,1
1411079,1187,476,51.7487,10.7409,Elend (Kalte Bode),7,117,203,1
1411080,1188,518,50.7041,10.8576,Elgersburg,7,117,203,1
1411081,1189,35,54.4667,10.05,Elisendorf,7,117,203,1
1411082,1190,515,50.4827,12.3827,Ellefeld,7,117,203,1
1411083,1191,572,49.0173,10.218,Ellenberg,7,117,203,1
1411084,1192,567,49.955,7.642,Ellern (Forsthaus Thiergarten ),7,117,203,1
1411085,1193,155,51.1434,11.3186,Ellersleben,7,117,203,1
1411086,1194,426,48.5968,10.8781,Ellgau,7,117,203,1
1411087,1195,453,49.0687,10.8879,Ellingen-Stopfenheim,7,117,203,1
1411088,1196,220,51.5854,10.6687,Ellrich,7,117,203,1
1411089,1197,463,48.9895,10.1312,Ellwangen-Rindelbach,7,117,203,1
1411090,1199,8,54.1392,12.0323,Elmenhorst-Lichtenhagen,7,117,203,1
1411091,1200,3,54.0691,9.0105,Elpersbüttel,7,117,203,1
1411092,1201,85,50.9281,6.5646,Elsdorf/Erftkreis,7,117,203,1
1411093,1202,30,53.2451,9.3779,Elsdorf-Ehestorf,7,117,203,1
1411094,1203,165,49.832,9.2083,Elsenfeld-Rück,7,117,203,1
1411095,1204,1,53.2346,8.4612,Elsfleth,7,117,203,1
1411096,1205,1,53.1738,8.3221,Elsfleth-Moorhausen,7,117,203,1
1411097,1206,71,51.7945,12.0588,Elsnigk,7,117,203,1
1411098,1207,558,50.2705,12.2742,"Elster, Bad-Sohl",7,117,203,1
1411099,1208,290,50.5985,12.1604,Elsterberg,7,117,203,1
1411100,1209,132,51.1609,12.2452,Elstertrebnitz,7,117,203,1
1411101,1210,90,51.4505,13.5046,Elsterwerda,7,117,203,1
1411102,1211,600,50.5821,12.8684,Elterlein,7,117,203,1
1411103,1212,98,50.0285,8.1358,Eltville,7,117,203,1
1411104,1213,197,50.0333,8.05,Eltville (Steinberg),7,117,203,1
1411105,1214,431,48.2012,8.1088,Elzach-Fisnacht,7,117,203,1
1411106,1215,480,48.2147,8.1435,Elzach-Oberprechtal,7,117,203,1
1411107,1216,312,49.4251,9.243,Elztal-Rittersbach,7,117,203,1
1411108,1219,5,53.3449,7.1909,Emden-Nesserland,7,117,203,1
1411109,1220,0,53.3402,7.2598,Emden-Widdelswehr,7,117,203,1
1411110,1221,0,53.3707,7.2236,Emden-Wolthusen,7,117,203,1
1411111,1223,16,52.5983,6.9449,Ringe-Großringe,7,117,203,1
1411112,1224,201,48.1378,7.8351,Emmendingen-Mundingen,7,117,203,1
1411113,1225,305,50.2167,9.5667,Emmerichsthal,7,117,203,1
1411114,1226,80,52.0167,9.4167,Emmerthal-Grohnde,7,117,203,1
1411115,1227,744,47.9317,8.8584,Emmingen-Liptingen,7,117,203,1
1411116,1229,90,50.3324,7.6975,"Ems, Bad",7,117,203,1
1411117,1230,50,52.3683,7.2942,Emsbüren-Ahlde,7,117,203,1
1411118,1231,33,52.4061,7.4092,Emsbüren-Venhaus,7,117,203,1
1411119,1232,43,52.1703,7.5637,Emsdetten,7,117,203,1
1411120,1233,230,51.5004,11.3922,Emseloh,7,117,203,1
1411121,1234,484,48.2444,11.5525,"Endbach, Bad-Wommelshaus",7,117,203,1
1411122,1235,519,47.9229,12.283,"Endorf, Bad-Jolling",7,117,203,1
1411123,1236,592,47.9172,12.3185,"Endorf, Bad-Teisenham",7,117,203,1
1411124,1237,507,48.089,12.5073,Tacherting-Spreit,7,117,203,1
1411125,1238,144,50.9884,7.425,Engelskirchen,7,117,203,1
1411126,1239,540,47.8516,8.7673,Engen/Hegau,7,117,203,1
1411127,1240,738,47.8741,8.7176,Engen-Stetten,7,117,203,1
1411128,1241,128,52.15,8.5226,Enger,7,117,203,1
1411129,1242,515,48.55,11.3833,Englmannsberg,7,117,203,1
1411130,1243,705,48.4734,9.3028,Eningen,7,117,203,1
1411131,1244,299,49.4949,7.851,Mehlingen/Pfalz,7,117,203,1
1411132,1245,280,51.3037,7.3145,Ennepetal-Milspe,7,117,203,1
1411133,1246,104,51.8418,8.0607,Ennigerloh-Ostenfelde,7,117,203,1
1411134,1247,398,49.345,11.9332,Ensdorf/Oberpfalz,7,117,203,1
1411135,1248,491,49.353,11.8712,Ensdorf/Oberpfalz -Hirschwald,7,117,203,1
1411136,1250,530,48.25,8.6333,Epfendorf-Butschhof,7,117,203,1
1411137,1251,382,49.1313,7.5081,"Schweix, Kr. Südwestpfalz",7,117,203,1
1411138,1252,449,50.8036,13.2407,Eppendorf,7,117,203,1
1411139,1253,286,50.426,7.9395,Nentershausen (KA),7,117,203,1
1411140,1254,210,49.1307,8.9165,Eppingen,7,117,203,1
1411141,1255,226,49.1661,8.8483,Eppingen-Elsenz,7,117,203,1
1411142,1256,531,48.1994,10.5108,Eppishausen-Haselbach,7,117,203,1
1411143,1257,230,50.1438,8.3982,Eppstein,7,117,203,1
1411144,1258,580,48.3457,9.8133,Erbach-Ringingen,7,117,203,1
1411145,1259,490,49.8286,12.0622,Krummennaab-Sassenhof,7,117,203,1
1411146,1262,446,48.3477,11.8134,München-Flughafen,7,117,203,1
1411147,1264,477,48.3324,11.2982,Erdweg,7,117,203,1
1411148,1265,590,48.0941,11.0437,Eresing (Sankt Ottilien),7,117,203,1
1411149,1266,18,54.2992,9.3162,Erfde,7,117,203,1
1411150,1267,106,50.7813,6.819,Erftstadt-Bliesheim,7,117,203,1
1411151,1268,208,50.9644,11.033,Erfurt-Löbervorstadt,7,117,203,1
1411152,1269,230,50.9667,11.0167,Erfurt (Süd),7,117,203,1
1411153,1270,316,50.9829,10.9608,Erfurt-Weimar,7,117,203,1
1411154,1271,292,50.956,10.9065,Erfurt-Frienstedt,7,117,203,1
1411155,1272,180,51.0087,11.0098,Erfurt (Nord),7,117,203,1
1411156,1273,455,48.5993,12.0971,Ergolding-Pfarrkofen,7,117,203,1
1411157,1274,450,48.6662,12.1766,Ergoldsbach-Kläham,7,117,203,1
1411158,1275,340,48.3008,13.1398,Ering,7,117,203,1
1411159,1276,408,47.6358,9.5392,Eriskirch-Mariabrunn,7,117,203,1
1411160,1277,92,51.0713,6.3278,Erkelenz,7,117,203,1
1411161,1278,163,52.2449,10.7182,Cremlingen-Destedt,7,117,203,1
1411162,1279,268,49.6497,11.0075,Möhrendorf-Kleinseebach,7,117,203,1
1411163,1280,280,49.5692,10.9929,Erlangen-Bruck,7,117,203,1
1411164,1282,565,50.3043,12.3834,Erlbach-Eubabrunn,7,117,203,1
1411165,1283,500,51.0149,8.2824,Erndtebrück-Birkelbach,7,117,203,1
1411166,1284,335,49.7,9.5,Ernsthof,7,117,203,1
1411167,1285,588,48.3333,9.8333,Erstetten,7,117,203,1
1411168,1286,141,52.2175,11.2483,Erxleben,7,117,203,1
1411169,1287,198,49.8589,9.2861,Eschau-Hobbach,7,117,203,1
1411170,1288,378,49.8306,9.3564,Eschau-Wildensee,7,117,203,1
1411171,1290,716,48.1868,8.4672,Eschbronn-Mariazell,7,117,203,1
1411172,1291,76,52.7388,10.2301,Eschede,7,117,203,1
1411173,1292,470,49.7522,11.8222,Eschenbach/Oberpfalz,7,117,203,1
1411174,1293,530,50.8013,8.3807,Eschenburg-Hirzenhain,7,117,203,1
1411175,1294,636,47.601,11.1879,Eschenlohe,7,117,203,1
1411176,1296,360,51.3333,9.6667,Escherode,7,117,203,1
1411177,1297,156,51.2041,10.0138,Eschwege,7,117,203,1
1411178,1298,113,50.8306,6.333,Eschweiler-Weisweiler,7,117,203,1
1411179,1299,3,53.6476,7.6085,Esens,7,117,203,1
1411180,1300,351,51.254,8.1565,Eslohe,7,117,203,1
1411181,1301,247,51.3945,9.46,Espenau-Mönchehof,7,117,203,1
1411182,1302,100,51.4484,7.0211,Essen (Ruhrhaus),7,117,203,1
1411183,1303,150,51.4041,6.9677,Essen-Bredeney,7,117,203,1
1411184,1304,48,52.3345,8.3877,"Essen-Brockhausen, Bad",7,117,203,1
1411185,1305,34,52.7584,8.0223,"Essen-Calhorn, Kreis Cloppenburg",7,117,203,1
1411186,1307,37,51.5,6.9167,Essen-Dellwig,7,117,203,1
1411187,1308,110,51.45,7.1167,Essen-Steele-Haferfeld,7,117,203,1
1411188,1309,389,48.6118,12.2163,Essenbach,7,117,203,1
1411189,1310,46,52.4667,8.7667,Essern,7,117,203,1
1411190,1311,310,48.7447,9.3251,Esslingen/Neckar,7,117,203,1
1411191,1312,871,47.5647,11.1009,Ettal,7,117,203,1
1411192,1313,938,47.5695,10.9564,Ettal-Linderhof,7,117,203,1
1411193,1314,330,51.0334,11.2753,Ettersburg,7,117,203,1
1411194,1315,118,48.9246,8.3824,Ettlingen-Ettlingenweier,7,117,203,1
1411195,1317,230,51.4945,10.5881,Friedrichsthal,7,117,203,1
1411196,1318,425,49.5275,11.585,Etzelwang,7,117,203,1
1411197,1319,215,51.4667,10.1667,Etzenborn,7,117,203,1
1411198,1320,137,51.261,11.1754,Etzleben,7,117,203,1
1411199,1321,248,50.7667,9.2833,Eudorf,7,117,203,1
1411200,1322,279,50.0601,10.0918,Euerbach-Sömmersdorf,7,117,203,1
1411201,1323,195,50.1496,10.0216,Euerdorf,7,117,203,1
1411202,1325,524,48.3299,11.1325,Eurasburg-Freienried,7,117,203,1
1411203,1326,610,47.7947,11.4036,Eurasburg/Oberbayern-Quarzbichl,7,117,203,1
1411204,1327,147,50.7119,6.7905,Weilerswist-Lommersum,7,117,203,1
1411205,1328,210,50.0167,9.8802,Eußenheim-Hundsbach,7,117,203,1
1411206,1329,50,54.134,10.5865,Eutin,7,117,203,1
1411207,1330,250,52.1011,9.1345,Extertal-Meierberg,7,117,203,1
1411208,1332,471,48.4832,12.7241,"Falkenberg,Kr.Rottal-Inn",7,117,203,1
1411209,1333,540,50.4683,12.3783,Falkenstein/Weiße Göltzsch,7,117,203,1
1411210,1334,562,49.0979,12.4868,"Falkenstein, Kreis Cham",7,117,203,1
1411211,1335,440,49.6097,7.8741,Falkenstein/Pfalz,7,117,203,1
1411212,1336,67,52.8568,9.6756,"Fallingbostel, Bad",7,117,203,1
1411213,1337,51,52.9068,9.7805,Fallingbostel-Dorfmark,7,117,203,1
1411214,1340,340,51.1945,10.2591,Faulungen,7,117,203,1
1411215,1342,40,52.8053,12.7839,Fehrbellin,7,117,203,1
1411216,1343,476,47.7956,12.0161,"Feilnbach,Bad",7,117,203,1
1411217,1345,92,53.3346,13.4371,Feldberg,7,117,203,1
1411218,1346,1486,47.8748,8.0038,Feldberg/Schwarzwald,7,117,203,1
1411219,1347,962,47.8555,8.1155,Feldberg-Altglashütten,7,117,203,1
1411220,1349,529,47.8744,11.8705,Feldkirchen-Westerham -Vagen,7,117,203,1
1411221,1350,48,52.0997,13.0016,Felgentreu,7,117,203,1
1411222,1351,286,48.8122,9.2721,Fellbach,7,117,203,1
1411223,1352,260,51.1145,9.4622,Felsberg-Beuern,7,117,203,1
1411224,1353,58,52.3255,12.8991,Ferch,7,117,203,1
1411225,1356,458,49.1673,10.3352,Feuchtwangen,7,117,203,1
1411226,1357,655,49.9807,11.8376,Fichtelberg/Oberfranken-Hüttstadl,7,117,203,1
1411227,1358,1213,50.4283,12.9536,Fichtelberg,7,117,203,1
1411228,1360,68,52.2767,12.8952,Fichtenwalde,7,117,203,1
1411229,1361,145,51.554,11.7846,Fienstedt,7,117,203,1
1411230,1362,29,53.9401,12.7819,Finkenthal,7,117,203,1
1411231,1363,342,51.1723,7.988,Finnentrop-Weringhausen,7,117,203,1
1411232,1364,230,51.1959,7.9597,Finnentrop-Lenhausen,7,117,203,1
1411233,1365,434,48.6414,10.4895,Finningen (Brunnenmühle),7,117,203,1
1411234,1366,498,48.2213,11.7989,Finsing,7,117,203,1
1411235,1368,715,50.8333,10.55,Finsterbergen (Spießberg),7,117,203,1
1411236,1369,107,51.6319,13.7168,Finsterwalde,7,117,203,1
1411237,1370,853,47.7147,11.9644,Fischbachau-Birkenstein,7,117,203,1
1411238,1371,771,47.7613,11.9169,Fischbachau-Schreiern,7,117,203,1
1411239,1372,757,47.4608,10.2696,Fischen,7,117,203,1
1411240,1373,780,47.7,11.8833,Fischhausen bei Schliersee,7,117,203,1
1411241,1374,366,50.505,10.1668,Fladungen-Heufurt,7,117,203,1
1411242,1375,100,52.33,11.2422,Flechtingen,7,117,203,1
1411243,1376,50,53.4185,9.9916,Fleestedt,7,117,203,1
1411244,1377,35,52.7916,11.3797,Fleetmark,7,117,203,1
1411245,1378,45,54.8086,9.4182,Flensburg,7,117,203,1
1411246,1379,41,54.7737,9.3753,Flensburg (Schäferhaus),7,117,203,1
1411247,1380,19,54.8147,9.458,Flensburg-Mürwik,7,117,203,1
1411248,1381,40,53.1667,13.8167,Flieth,7,117,203,1
1411249,1382,1099,47.6997,12.1163,Flintsbach/Inn-Asten,7,117,203,1
1411250,1383,270,50.8544,13.0714,Flöha,7,117,203,1
1411251,1384,424,50.1346,9.4084,Flörsbachtal-Flörsbach,7,117,203,1
1411252,1385,327,50.1188,9.4728,Flörsbachtal-Lohrhaupte,7,117,203,1
1411253,1386,460,50.1085,9.4039,Flörsbachtal-Mosborn,7,117,203,1
1411254,1387,164,51.1231,12.5862,Flößberg,7,117,203,1
1411255,1388,381,50.7555,10.4915,Floh,7,117,203,1
1411256,1390,160,49.782,8.0363,Flonheim,7,117,203,1
1411257,1391,518,49.7209,12.2916,Floß,7,117,203,1
1411258,1392,621,49.7316,12.3489,Flossenbürg,7,117,203,1
1411259,1393,660,48.299,8.4904,Fluorn-Winzeln,7,117,203,1
1411260,1394,5,54.3333,9.5,Föhrden,7,117,203,1
1411261,1395,750,48.658,8.2682,Forbach-Herrenwies,7,117,203,1
1411262,1396,200,48.7273,8.3558,Weisenbach,7,117,203,1
1411263,1397,464,50.724,13.2687,Pockau-Forchheim,7,117,203,1
1411264,1398,257,49.7225,11.0554,Forchheim/Oberfranken,7,117,203,1
1411265,1399,204,49.2808,9.48,Forchtenberg-Sindringen,7,117,203,1
1411266,1400,77,51.7359,14.6384,Forst/Lausitz,7,117,203,1
1411267,1401,508,48.1723,11.9061,Forstinning,7,117,203,1
1411268,1403,260,50.0616,9.455,Frammersbach,7,117,203,1
1411269,1404,351,51.1061,8.9209,Frankenau,7,117,203,1
1411270,1405,305,51.0909,8.7993,Frankenberg/Eder -Schreufa,7,117,203,1
1411271,1406,370,51.0262,8.8501,Frankenberg/Eder -Willersdorf,7,117,203,1
1411272,1408,588,50.7369,10.7658,Frankenhain/Lütsche,7,117,203,1
1411273,1409,458,49.0826,9.9788,Frankenhardt-Gründelhardt,7,117,203,1
1411274,1410,140,51.3512,11.0958,"Frankenhausen, Bad/Kyffhäuser",7,117,203,1
1411275,1411,747,50.5309,10.0479,Birx/Rhön,7,117,203,1
1411276,1412,400,50.8969,13.2205,Frankenstein,7,117,203,1
1411277,1413,101,49.5036,8.362,Frankenthal-Studernheim,7,117,203,1
1411278,1414,220,49.8847,10.2957,Frankenwinheim-Weinbergsmühle,7,117,203,1
1411279,1417,95,50.0833,8.6,Frankfurt/Main-Goldstein,7,117,203,1
1411280,1418,113,50.1519,8.6212,Frankfurt/M-Praunheim,7,117,203,1
1411281,1419,95,50.0782,8.5268,Frankfurt/Main-Sindlingen,7,117,203,1
1411282,1420,100,50.0259,8.5213,Frankfurt/Main,7,117,203,1
1411283,1421,125,50.1474,8.6746,Frankfurt/Main (Stadt),7,117,203,1
1411284,1424,121,50.1269,8.6694,Frankfurt/Main-Westend,7,117,203,1
1411285,1425,103,50.1214,8.6604,Frankfurt/Main (Feldbergstr.),7,117,203,1
1411286,1426,65,52.3397,14.508,Frankfurt/Oder,7,117,203,1
1411287,1427,103,51.3123,11.9404,Frankleben,7,117,203,1
1411288,1428,230,49.2275,8.0585,Frankweiler,7,117,203,1
1411289,1429,14,54.1867,12.88,Franzburg,7,117,203,1
1411290,1430,605,47.7997,12.2813,Frasdorf,7,117,203,1
1411291,1431,663,48.9907,13.3109,Frauenau,7,117,203,1
1411292,1432,509,48.0378,12.0499,Frauenneuharting,7,117,203,1
1411293,1433,275,50.8833,10.1333,Frauensee,7,117,203,1
1411294,1435,768,50.5921,10.8575,Ilmenau-Frauenwald,7,117,203,1
1411295,1436,315,50.7157,12.3338,Fraureuth,7,117,203,1
1411296,1437,67,50.9,6.8,Frechen-Benzelrath,7,117,203,1
1411297,1438,403,49.85,11.4333,Freiahorn,7,117,203,1
1411298,1439,275,48.1447,7.9194,Freiamt-Keppenbach,7,117,203,1
1411299,1440,476,48.2018,7.9339,Freiamt-Ottoschwanden,7,117,203,1
1411300,1441,416,50.9263,13.2711,Freiberg,7,117,203,1
1411301,1443,237,48.0232,7.8343,Freiburg,7,117,203,1
1411302,1444,268,48,7.8333,Freiburg im Breisgau (Hauptbahnhof),7,117,203,1
1411303,1445,319,47.9849,7.9058,Freiburg im Breisgau-Ebnet,7,117,203,1
1411304,1446,255,47.9947,7.8244,Freiburg im Breisgau-Haslach,7,117,203,1
1411305,1447,255,48.013,7.8588,Freiburg im Breisgau-Herdern,7,117,203,1
1411306,1448,244,48.0147,7.8208,Freiburg im Breisgau-Mooswald,7,117,203,1
1411307,1449,285,47.9735,7.8338,Freiburg im Breisgau-Schlierberg,7,117,203,1
1411308,1450,253,47.981,7.8147,Freiburg im Breisgau-Sankt Georgen,7,117,203,1
1411309,1451,2,53.8277,9.2493,Freiburg/Elbe,7,117,203,1
1411310,1452,1,53.8167,9.2667,Freiburg/Elbe (A),7,117,203,1
1411311,1453,171,50.7649,11.5428,Freienorla,7,117,203,1
1411312,1454,427,50.4241,9.4042,Freiensteinau,7,117,203,1
1411313,1456,45,52.7797,14.0338,"Freienwalde/Oder, Bad",7,117,203,1
1411314,1457,128,50.1412,9.137,Freigericht-Altenmittlau,7,117,203,1
1411315,1458,492,49.5747,11.8859,Freihung-Großschönbrunn,7,117,203,1
1411316,1459,411,47.8454,12.988,Freilassing,7,117,203,1
1411317,1460,472,49.5508,7.2539,Freisen/Saar,7,117,203,1
1411318,1461,345,49.5258,7.2681,Freisen/Saar-Oberkirchen,7,117,203,1
1411319,1462,95,51.5998,11.6996,Freist-Reidewitz,7,117,203,1
1411320,1463,465,48.9745,10.4615,Fremdingen,7,117,203,1
1411321,1464,263,49.7922,10.887,Frensdorf-Herrnsdorf,7,117,203,1
1411322,1465,323,49.8667,10.7333,Frenshof-Grub,7,117,203,1
1411323,1466,482,49.481,11.9786,Freudenberg/Oberpfalz,7,117,203,1
1411324,1467,736,48.4607,8.4141,Freudenstadt-Kurgarten,7,117,203,1
1411325,1468,797,48.4538,8.409,Freudenstadt,7,117,203,1
1411326,1469,757,48.5418,8.4358,Freudenstadt-Igelsberg,7,117,203,1
1411327,1470,898,48.472,8.305,Freudenstadt-Kniebis,7,117,203,1
1411328,1472,288,49.0167,9.0667,Freudental,7,117,203,1
1411329,1473,414,49.1869,11.308,Freystadt-Michelbach,7,117,203,1
1411330,1474,803,48.8393,13.5502,Freyung-Kreuzberg,7,117,203,1
1411331,1475,560,48.9167,9.7833,Frickenhofen,7,117,203,1
1411332,1476,634,48.0202,8.9207,Fridingen,7,117,203,1
1411333,1477,384,48.0077,12.8228,Fridolfing,7,117,203,1
1411334,1478,158,50.3288,8.7482,Friedberg/Hessen,7,117,203,1
1411335,1479,3,53.45,7.9333,Friedeburg-Horsten,7,117,203,1
1411336,1480,8,53.4818,7.7274,Friedeburg-Wiesedermeer,7,117,203,1
1411337,1481,928,47.9216,8.2547,Friedenweiler,7,117,203,1
1411338,1482,80,51.647,12.3709,Friedersdorf,7,117,203,1
1411339,1483,550,49.7833,12.0333,Friedersreuth,7,117,203,1
1411340,1484,400,50.8849,9.8569,Friedewald,7,117,203,1
1411341,1486,55,52.1064,14.2623,Friedland/Nieder Lausitz,7,117,203,1
1411342,1488,523,51.6884,11.0394,Friedrichsbrunn,7,117,203,1
1411343,1489,581,51.6833,11.0833,"Friedrichsbrunn, Viktorshöhe",7,117,203,1
1411344,1490,394,47.6454,9.4795,Friedrichshafen,7,117,203,1
1411345,1492,852,47.7819,7.7348,Malsburg-Marzell-Friedrichsheim,7,117,203,1
1411346,1493,793,50.4788,11.0159,Friedrichshöhe,7,117,203,1
1411347,1494,1,53.9709,8.9167,Friedrichskoog,7,117,203,1
1411348,1495,52,53.5389,11.7607,Goldenbow,7,117,203,1
1411349,1496,1,54.3833,9.1,Friedrichstadt,7,117,203,1
1411350,1497,74,53.0238,13.7088,Friedrichswalde,7,117,203,1
1411351,1498,215,51.0002,9.3325,Frielendorf-Verna,7,117,203,1
1411352,1500,29,52.7405,12.5851,Friesack,7,117,203,1
1411353,1501,8,53.0216,7.8663,Friesoythe,7,117,203,1
1411354,1502,26,52.9266,7.8933,Friesoythe-Augustendorf,7,117,203,1
1411355,1503,6,53.0643,7.902,Friesoythe-Altenoythe,7,117,203,1
1411356,1504,172,51.119,9.2799,Fritzlar/Eder,7,117,203,1
1411357,1506,121,51.4693,7.733,Fröndenberg,7,117,203,1
1411358,1507,152,51.1454,11.2064,Frohndorf/Scherkonde,7,117,203,1
1411359,1508,445,49.2667,12.4333,"Fronau, Kreis Cham",7,117,203,1
1411360,1509,169,50.7027,8.6976,Fronhausen,7,117,203,1
1411361,1510,584,47.8667,9.5833,Fronreute-Blitzenreute,7,117,203,1
1411362,1511,400,48.5587,12.5719,Marklkofen (Betriebsstelle Vilstalsee),7,117,203,1
1411363,1512,138,51.2848,12.5242,Fuchshain,7,117,203,1
1411364,1513,653,50.6588,8.1027,Fuchskauten,7,117,203,1
1411365,1514,58,53.1986,13.1513,Fürstenberg/Havel,7,117,203,1
1411366,1516,679,50.7582,13.8749,Fürstenwalde,7,117,203,1
1411367,1517,40,52.3539,14.0654,Fürstenwalde/Spree,7,117,203,1
1411368,1518,355,48.4997,13.3184,"Fürstenzell-Höhenstadt,Bad",7,117,203,1
1411369,1519,83,51.7566,13.8057,Luckau-Fürstlich Drehna,7,117,203,1
1411370,1520,285,49.4167,7.2333,Fürth an der Saar,7,117,203,1
1411371,1521,285,49.5,10.9833,Fürth-Stadeln,7,117,203,1
1411372,1522,313,49.4811,10.964,Fürth/Bayern (A),7,117,203,1
1411373,1523,308,49.4861,10.9612,Fürth/Bayern,7,117,203,1
1411374,1524,790,47.5774,10.6296,Füssen-Weißensee,7,117,203,1
1411375,1525,316,48.3763,13.3673,"Füssing,Bad-Voglöd",7,117,203,1
1411376,1526,245,50.5668,9.6532,Fulda-Horas,7,117,203,1
1411377,1527,242,50.5738,9.6411,Fulda-Gläserzell,7,117,203,1
1411378,1528,393,49.3025,12.834,Furth im Wald,7,117,203,1
1411379,1529,870,48.0613,8.198,Furtwangen,7,117,203,1
1411380,1530,511,50.6686,12.7609,Stollberg-Gablenz,7,117,203,1
1411381,1531,515,48.4621,10.7879,Gablingen-Lützelburg,7,117,203,1
1411382,1532,55,53.6865,11.0608,Gadebusch-Ganzow,7,117,203,1
1411383,1533,73,53.1071,12.6198,Gadow,7,117,203,1
1411384,1534,311,50.0368,10.3855,Gädheim-Greßhausen,7,117,203,1
1411385,1536,4,54.2966,13.6904,Gager-Groß Zicker,7,117,203,1
1411386,1537,133,48.8248,8.2916,"Gaggenau-Rotenfels,Bad",7,117,203,1
1411387,1538,351,49.0182,9.7414,Gaildorf-Hägenau,7,117,203,1
1411388,1539,384,48.8023,11.3814,Gaimersheim,7,117,203,1
1411389,1540,26,52.9872,8.5506,Ganderkesee-Sethe,7,117,203,1
1411390,1541,154,51.8667,10.0333,"Gandersheim, Bad",7,117,203,1
1411391,1542,437,48.4327,12.5714,Gangkofen (Kläranlage),7,117,203,1
1411392,1543,78,53.3996,12.2806,Ganzlin-Twietfort,7,117,203,1
1411393,1544,47,52.5129,11.3942,Gardelegen,7,117,203,1
1411394,1546,1,54.3282,8.7904,Garding,7,117,203,1
1411395,1547,1652,47.45,11.0667,Garmisch-Partenkirchen (Kreuzeckhaus),7,117,203,1
1411396,1548,1236,47.4667,11.1333,Garmisch-Partenkirchen -Eckbauer,7,117,203,1
1411397,1549,860,47.4886,11.1751,Garmisch-Partenkirchen -Kaltenbrunn,7,117,203,1
1411398,1550,719,47.483,11.0621,Garmisch-Partenkirchen,7,117,203,1
1411399,1551,18,52.9813,8.0868,Garrel-Nikolausdorf,7,117,203,1
1411400,1552,13,53.2066,14.3817,Gartz/Oder,7,117,203,1
1411401,1554,15,54.3201,13.3557,Garz/Rügen,7,117,203,1
1411402,1555,110,51.8231,11.278,Gatersleben,7,117,203,1
1411403,1556,221,51.4001,11.5442,Querfurt-Gatterstädt,7,117,203,1
1411404,1557,670,50.5774,10.2591,Geba,7,117,203,1
1411405,1558,196,51.226,14.6662,Hohendubrau-Gebelzig,7,117,203,1
1411406,1559,402,50.7421,7.8163,Gebhardshain,7,117,203,1
1411407,1560,250,51.4198,10.5987,Gebra-Niedergebra,7,117,203,1
1411408,1561,414,50.4034,9.2076,Gedern-Schönhausen,7,117,203,1
1411409,1562,7,53.4354,10.3343,Geesthacht,7,117,203,1
1411410,1563,565,50.4369,11.8613,Gefell,7,117,203,1
1411411,1564,350,50.3333,11.1667,Gefell-Rottmar,7,117,203,1
1411412,1565,475,50.0867,11.7225,Gefrees,7,117,203,1
1411413,1566,580,50.6832,10.782,Gehlberg Glöckchen im Tal,7,117,203,1
1411414,1568,721,50.6605,10.7565,Gehlberg-Schmücker Graben,7,117,203,1
1411415,1569,102,52.3,9.6,Gehrden-Lemmie,7,117,203,1
1411416,1570,495,50.643,11.0029,Gehren,7,117,203,1
1411417,1571,108,51.4948,14.1226,Elsterheide-Geierswalde,7,117,203,1
1411418,1573,281,50.7133,9.9539,Geisa,7,117,203,1
1411419,1574,290,50.7167,9.95,Geisa (A),7,117,203,1
1411420,1575,349,48.8271,12.3907,Geiselhöring,7,117,203,1
1411421,1576,356,48.8359,12.4732,Geiselhöring-Pönning,7,117,203,1
1411422,1577,351,49.774,10.4677,Geiselwind,7,117,203,1
1411423,1578,376,48.6894,11.6353,Geisenfeld-Engelbrechtsmünster,7,117,203,1
1411424,1579,467,48.4798,12.2604,Geisenhausen,7,117,203,1
1411425,1580,111,49.9859,7.9548,Geisenheim,7,117,203,1
1411426,1581,177,50.0033,7.9835,Geisenheim-Johannisberg,7,117,203,1
1411427,1582,578,50.7635,13.7874,Geising,7,117,203,1
1411428,1583,823,50.7719,13.7732,Geisingberg,7,117,203,1
1411429,1584,673,47.9242,8.6474,Geisingen,7,117,203,1
1411430,1585,443,48.6279,9.8495,Geislingen an der Steige,7,117,203,1
1411431,1586,610,47.8774,12.6279,Traunstein-Geißing,7,117,203,1
1411432,1587,536,48.9481,11.4289,Gelbelsee,7,117,203,1
1411433,1588,304,49.5734,10.0205,Gelchsheim,7,117,203,1
1411434,1589,23,51.5695,6.3687,Geldern-Kapellen,7,117,203,1
